subject_id,task,data.value
44121979,T29,[{'0': 3}]
44121980,T1,[{'0': 3}]
44121980,T2,[{'0': 3}]
44121980,T3,[{'0': 3}]
44121980,T4,[{'0': 3}]
44121980,T5,[{'7': 3}]
44121980,T7,[{'13': 3}]
44121980,T8,[{'13': 3}]
44121980,T9,[{'0': 3}]
44121980,T10,[{'0': 3}]
44121980,T11,[{'0': 3}]
44121980,T13,[{'0': 3}]
44121980,T14,[{'0': 3}]
44121980,T15,[{'1': 3}]
44121980,T16,[{'0': 3}]
44121980,T17,[{'0': 3}]
44121980,T19,[{'0': 3}]
44121980,T20,[{'0': 3}]
44121980,T21,[{'0': 3}]
44121980,T22,[{'0': 3}]
44121980,T23,[{'0': 3}]
44121980,T25,[{'1': 3}]
44121980,T26,[{'0': 3}]
44121980,T27,[{'0': 3}]
44121980,T28,[{'0': 3}]
44121980,T29,[{'0': 3}]
44121982,T1,[{'0': 3}]
44121982,T2,[{'13': 3}]
44121982,T3,[{'0': 3}]
44121982,T4,[{'0': 3}]
44121982,T5,[{'0': 3}]
44121982,T7,[{'0': 3}]
44121982,T8,[{'0': 3}]
44121982,T9,[{'0': 3}]
44121982,T10,[{'0': 3}]
44121982,T11,[{'0': 3}]
44121982,T13,[{'0': 3}]
44121982,T14,[{'0': 3}]
44121982,T15,[{'1': 3}]
44121982,T16,[{'0': 3}]
44121982,T17,"[{'0': 2, '13': 1}]"
44121982,T19,[{'0': 3}]
44121982,T20,[{'0': 3}]
44121982,T21,[{'0': 3}]
44121982,T22,[{'0': 3}]
44121982,T23,[{'13': 3}]
44121982,T25,[{'0': 3}]
44121982,T26,[{'0': 3}]
44121982,T27,[{'0': 3}]
44121982,T28,[{'0': 3}]
44121982,T29,[{'0': 3}]
44121983,T1,[{'0': 3}]
44121983,T2,[{'0': 3}]
44121983,T3,[{'1': 3}]
44121983,T4,[{'0': 3}]
44121983,T5,[{'13': 3}]
44121983,T7,[{'0': 3}]
44121983,T8,[{'0': 3}]
44121983,T9,[{'0': 3}]
44121983,T10,[{'0': 3}]
44121983,T11,[{'0': 3}]
44121983,T13,[{'6': 3}]
44121983,T14,[{'1': 3}]
44121983,T15,[{'0': 3}]
44121983,T16,"[{'19': 1, '12': 2}]"
44121983,T17,[{'0': 3}]
44121983,T19,[{'1': 3}]
44121983,T20,[{'0': 3}]
44121983,T21,[{'8': 3}]
44121983,T22,[{'0': 3}]
44121983,T23,[{'6': 3}]
44121983,T25,[{'0': 3}]
44121983,T26,"[{'11': 2, '12': 1}]"
44121983,T27,[{'0': 3}]
44121983,T28,[{'0': 3}]
44121983,T29,[{'0': 3}]
44121986,T1,[{'0': 3}]
44121986,T2,[{'0': 3}]
44121986,T3,[{'0': 3}]
44121986,T4,[{'0': 3}]
44121986,T5,[{'0': 3}]
44121986,T7,[{'0': 3}]
44121986,T8,[{'1': 3}]
44121986,T9,[{'1': 3}]
44121986,T10,[{'0': 3}]
44121986,T11,[{'0': 3}]
44121986,T13,"[{'18': 2, '12': 1}]"
44121986,T14,[{'0': 3}]
44121986,T15,[{'0': 3}]
44121986,T16,[{'16': 3}]
44121986,T17,[{'0': 3}]
44121986,T19,[{'0': 3}]
44121986,T20,[{'0': 3}]
44121986,T21,[{'0': 3}]
44121986,T22,[{'0': 3}]
44121986,T23,[{'0': 3}]
44121986,T25,[{'1': 3}]
44121986,T26,[{'0': 3}]
44121986,T27,[{'0': 3}]
44121986,T28,[{'0': 3}]
44121986,T29,[{'0': 3}]
44121988,T1,[{'0': 3}]
44121988,T2,[{'0': 3}]
44121988,T3,[{'1': 3}]
44121988,T4,[{'1': 3}]
44121988,T5,[{'0': 3}]
44121988,T7,[{'13': 3}]
44121988,T8,[{'0': 3}]
44121988,T9,[{'0': 3}]
44121988,T10,[{'0': 3}]
44121988,T11,[{'0': 3}]
44121988,T13,"[{'1': 2, '13': 1}]"
44121988,T14,[{'0': 3}]
44121988,T15,[{'0': 3}]
44121988,T16,[{'0': 3}]
44121988,T17,[{'0': 3}]
44121988,T19,[{'0': 3}]
44121988,T20,[{'0': 3}]
44121988,T21,[{'0': 3}]
44121988,T22,[{'0': 3}]
44121988,T23,[{'0': 3}]
44121988,T25,[{'13': 3}]
44121988,T26,[{'13': 3}]
44121988,T27,[{'0': 3}]
44121988,T28,[{'0': 3}]
44121988,T29,[{'0': 3}]
44121991,T1,[{'0': 3}]
44121991,T2,[{'0': 3}]
44121991,T3,[{'0': 3}]
44121991,T4,[{'0': 3}]
44121991,T5,[{'0': 3}]
44121991,T7,[{'0': 3}]
44121991,T8,[{'0': 3}]
44121991,T9,[{'0': 3}]
44121991,T10,[{'6': 3}]
44121991,T11,[{'0': 3}]
44121991,T13,[{'0': 3}]
44121991,T14,[{'0': 3}]
44121991,T15,[{'18': 3}]
44121991,T16,[{'0': 3}]
44121991,T17,[{'0': 3}]
44121991,T19,[{'6': 3}]
44121991,T20,[{'0': 3}]
44121991,T21,[{'0': 3}]
44121991,T22,[{'0': 3}]
44121991,T23,[{'0': 3}]
44121991,T25,[{'0': 3}]
44121991,T26,[{'1': 3}]
44121991,T27,[{'13': 3}]
44121991,T28,[{'0': 3}]
44121991,T29,[{'0': 3}]
44121992,T1,[{'0': 3}]
44121992,T2,[{'0': 3}]
44121992,T3,[{'0': 3}]
44121992,T4,[{'0': 3}]
44121992,T5,[{'0': 3}]
44121992,T7,[{'0': 3}]
44121992,T8,[{'1': 3}]
44121992,T9,[{'0': 3}]
44121992,T10,[{'0': 3}]
44121992,T11,[{'0': 3}]
44121992,T13,[{'0': 3}]
44121992,T14,[{'15': 3}]
44121992,T15,[{'15': 3}]
44121992,T16,[{'1': 3}]
44121992,T17,[{'17': 3}]
44121992,T19,[{'1': 3}]
44121992,T20,[{'1': 3}]
44121992,T21,[{'0': 3}]
44121992,T22,[{'0': 3}]
44121992,T23,[{'0': 3}]
44121992,T25,[{'0': 3}]
44121992,T26,[{'7': 3}]
44121992,T27,[{'0': 3}]
44121992,T28,[{'0': 3}]
44121992,T29,[{'0': 3}]
44121994,T1,[{'0': 3}]
44121994,T2,[{'0': 3}]
44121994,T3,[{'0': 3}]
44121994,T4,[{'18': 3}]
44121994,T5,[{'0': 3}]
44121994,T7,[{'0': 3}]
44121994,T8,[{'0': 3}]
44121994,T9,[{'0': 3}]
44121994,T10,[{'0': 3}]
44121994,T11,[{'0': 3}]
44121994,T13,[{'0': 3}]
44121994,T14,[{'1': 3}]
44121994,T15,[{'13': 3}]
44121994,T16,[{'0': 3}]
44121994,T17,[{'0': 3}]
44121994,T19,[{'0': 3}]
44121994,T20,[{'0': 3}]
44121994,T21,[{'0': 3}]
44121994,T22,[{'0': 3}]
44121994,T23,[{'0': 3}]
44121994,T25,[{'13': 3}]
44121994,T26,[{'5': 3}]
44121994,T27,[{'0': 3}]
44121994,T28,[{'1': 3}]
44121994,T29,[{'0': 3}]
44121996,T1,[{'0': 3}]
44121996,T2,[{'0': 3}]
44121996,T3,[{'0': 3}]
44121996,T4,[{'0': 3}]
44121996,T5,[{'0': 3}]
44121996,T7,[{'0': 3}]
44121996,T8,[{'0': 3}]
44121996,T9,[{'0': 3}]
44121996,T10,[{'0': 3}]
44121996,T11,[{'0': 3}]
44121996,T13,[{'13': 3}]
44121996,T14,[{'13': 3}]
44121996,T15,[{'0': 3}]
44121996,T16,[{'13': 3}]
44121996,T17,[{'0': 3}]
44121996,T19,[{'0': 3}]
44121996,T20,[{'0': 3}]
44121996,T21,[{'0': 3}]
44121996,T22,[{'13': 3}]
44121996,T23,[{'0': 3}]
44121996,T25,[{'0': 3}]
44121996,T26,[{'13': 3}]
44121996,T27,[{'0': 3}]
44121996,T28,[{'0': 3}]
44121996,T29,[{'1': 3}]
44121997,T1,[{'13': 3}]
44121997,T2,[{'0': 3}]
44121997,T3,[{'0': 3}]
44121997,T4,[{'13': 3}]
44121997,T5,[{'0': 3}]
44121997,T7,[{'0': 3}]
44121997,T8,[{'0': 3}]
44121997,T9,[{'6': 3}]
44121997,T10,[{'0': 3}]
44121997,T11,[{'0': 3}]
44121997,T13,[{'0': 3}]
44121997,T14,"[{'18': 2, '12': 1}]"
44121997,T15,[{'0': 3}]
44121997,T16,[{'0': 3}]
44121997,T17,[{'0': 3}]
44121997,T19,[{'0': 3}]
44121997,T20,[{'0': 3}]
44121997,T21,[{'6': 3}]
44121997,T22,[{'0': 3}]
44121997,T23,[{'0': 3}]
44121997,T25,[{'13': 3}]
44121997,T26,[{'0': 3}]
44121997,T27,[{'13': 3}]
44121997,T28,[{'0': 3}]
44121997,T29,[{'0': 3}]
44121998,T1,[{'1': 3}]
44121998,T2,[{'0': 3}]
44121998,T3,[{'0': 3}]
44121998,T4,[{'0': 3}]
44121998,T5,[{'1': 3}]
44121998,T7,[{'8': 3}]
44121998,T8,[{'13': 3}]
44121998,T9,[{'1': 3}]
44121998,T10,[{'0': 3}]
44121998,T11,[{'0': 3}]
44121998,T13,[{'0': 3}]
44121998,T14,[{'0': 3}]
44121998,T15,[{'0': 3}]
44121998,T16,[{'0': 3}]
44121998,T17,[{'0': 3}]
44121998,T19,[{'13': 3}]
44121998,T20,[{'0': 3}]
44121998,T21,[{'0': 3}]
44121998,T22,[{'0': 3}]
44121998,T23,[{'0': 3}]
44121998,T25,[{'0': 3}]
44121998,T26,[{'15': 3}]
44121998,T27,[{'13': 3}]
44121998,T28,[{'0': 3}]
44121998,T29,[{'0': 3}]
44121999,T1,[{'0': 3}]
44121999,T2,[{'0': 3}]
44121999,T3,[{'0': 3}]
44121999,T4,[{'0': 3}]
44121999,T5,[{'0': 3}]
44121999,T7,[{'0': 3}]
44121999,T8,[{'0': 3}]
44121999,T9,[{'0': 3}]
44121999,T10,[{'0': 3}]
44121999,T11,[{'0': 3}]
44121999,T13,[{'0': 3}]
44121999,T14,[{'13': 3}]
44121999,T15,[{'0': 3}]
44121999,T16,[{'16': 3}]
44121999,T17,[{'0': 3}]
44121999,T19,[{'13': 3}]
44121999,T20,[{'0': 3}]
44121999,T21,[{'0': 3}]
44121999,T22,[{'0': 3}]
44121999,T23,[{'0': 3}]
44121999,T25,[{'0': 3}]
44121999,T26,[{'0': 3}]
44121999,T27,[{'0': 3}]
44121999,T28,[{'13': 3}]
44121999,T29,[{'0': 3}]
44122001,T1,[{'0': 3}]
44122001,T2,[{'0': 3}]
44122001,T3,[{'0': 3}]
44122001,T4,[{'0': 3}]
44122001,T5,[{'0': 3}]
44122001,T7,[{'0': 3}]
44122001,T8,[{'13': 3}]
44122001,T9,[{'0': 3}]
44122001,T10,[{'0': 3}]
44122001,T11,[{'0': 3}]
44122001,T13,[{'0': 3}]
44122001,T14,[{'0': 3}]
44122001,T15,[{'1': 3}]
44122001,T16,[{'0': 3}]
44122001,T17,[{'0': 3}]
44122001,T19,[{'0': 3}]
44122001,T20,[{'0': 3}]
44122001,T21,[{'0': 3}]
44122001,T22,"[{'0': 2, 'None': 1}]"
44122001,T23,[{'0': 3}]
44122001,T25,[{'0': 3}]
44122001,T26,[{'0': 3}]
44122001,T27,[{'0': 3}]
44122001,T28,[{'8': 3}]
44122001,T29,[{'13': 3}]
44122004,T1,[{'0': 3}]
44122004,T2,[{'0': 3}]
44122004,T3,[{'0': 3}]
44122004,T4,[{'0': 3}]
44122004,T5,[{'13': 3}]
44122004,T7,[{'13': 3}]
44122004,T8,[{'0': 3}]
44122004,T9,[{'13': 3}]
44122004,T10,[{'0': 3}]
44122004,T11,[{'0': 3}]
44122004,T13,[{'0': 3}]
44122004,T14,[{'0': 3}]
44122004,T15,[{'1': 3}]
44122004,T16,"[{'13': 2, '14': 1}]"
44122004,T17,[{'13': 3}]
44122004,T19,[{'0': 3}]
44122004,T20,[{'0': 3}]
44122004,T21,[{'0': 3}]
44122004,T22,[{'0': 3}]
44122004,T23,[{'0': 3}]
44122004,T25,[{'8': 3}]
44122004,T26,[{'0': 3}]
44122004,T27,[{'0': 3}]
44122004,T28,[{'0': 3}]
44122004,T29,[{'1': 3}]
44122005,T1,[{'0': 3}]
44122005,T2,[{'0': 3}]
44122005,T3,[{'0': 3}]
44122005,T4,[{'0': 3}]
44122005,T5,[{'0': 3}]
44122005,T7,[{'0': 3}]
44122005,T8,[{'0': 3}]
44122005,T9,[{'0': 3}]
44122005,T10,[{'0': 3}]
44122005,T11,[{'0': 3}]
44122005,T13,[{'1': 3}]
44122005,T14,[{'0': 3}]
44122005,T15,[{'1': 3}]
44122005,T16,[{'0': 3}]
44122005,T17,[{'1': 3}]
44122005,T19,[{'15': 3}]
44122005,T20,[{'0': 3}]
44122005,T21,[{'0': 3}]
44122005,T22,[{'8': 3}]
44122005,T23,[{'0': 3}]
44122005,T25,[{'0': 3}]
44122005,T26,[{'0': 3}]
44122005,T27,[{'0': 3}]
44122005,T28,[{'0': 3}]
44122005,T29,[{'1': 3}]
44122007,T1,[{'0': 3}]
44122007,T2,[{'0': 3}]
44122007,T3,[{'0': 3}]
44122007,T4,[{'0': 3}]
44122007,T5,[{'0': 3}]
44122007,T7,[{'0': 3}]
44122007,T8,[{'1': 3}]
44122007,T9,[{'13': 3}]
44122007,T10,[{'0': 3}]
44122007,T11,[{'0': 3}]
44122007,T13,[{'0': 3}]
44122007,T14,[{'13': 3}]
44122007,T15,[{'13': 3}]
44122007,T16,[{'1': 3}]
44122007,T17,[{'0': 3}]
44122007,T19,[{'0': 3}]
44122007,T20,[{'6': 3}]
44122007,T21,[{'0': 3}]
44122007,T22,[{'0': 3}]
44122007,T23,[{'1': 3}]
44122007,T25,[{'0': 3}]
44122007,T26,[{'0': 3}]
44122007,T27,[{'0': 3}]
44122007,T28,[{'0': 3}]
44122007,T29,[{'0': 3}]
44122010,T1,[{'0': 3}]
44122010,T2,[{'0': 3}]
44122010,T3,[{'0': 3}]
44122010,T4,[{'13': 3}]
44122010,T5,[{'0': 3}]
44122010,T7,[{'13': 3}]
44122010,T8,[{'0': 3}]
44122010,T9,[{'0': 3}]
44122010,T10,[{'0': 3}]
44122010,T11,[{'0': 3}]
44122010,T13,[{'0': 3}]
44122010,T14,[{'0': 3}]
44122010,T15,[{'0': 3}]
44122010,T16,[{'0': 3}]
44122010,T17,[{'1': 3}]
44122010,T19,[{'0': 3}]
44122010,T20,[{'0': 3}]
44122010,T21,[{'0': 3}]
44122010,T22,[{'0': 3}]
44122010,T23,[{'13': 3}]
44122010,T25,[{'5': 3}]
44122010,T26,[{'0': 3}]
44122010,T27,[{'1': 3}]
44122010,T28,[{'0': 3}]
44122010,T29,[{'0': 3}]
44122012,T1,[{'0': 2}]
44122012,T2,[{'13': 2}]
44122012,T3,[{'13': 2}]
44122012,T4,[{'0': 2}]
44122012,T5,[{'0': 2}]
44122012,T7,[{'0': 2}]
44122012,T8,[{'0': 2}]
44122012,T9,[{'0': 2}]
44122012,T10,[{'0': 2}]
44122012,T11,[{'0': 2}]
44122012,T13,[{'0': 2}]
44122012,T14,[{'0': 2}]
44122012,T15,[{'1': 2}]
44122012,T16,[{'1': 2}]
44122012,T17,[{'0': 2}]
44122012,T19,[{'0': 2}]
44122012,T20,[{'0': 2}]
44122012,T21,[{'0': 2}]
44122012,T22,[{'0': 2}]
44122012,T23,[{'0': 2}]
44122012,T25,[{'13': 2}]
44122012,T26,[{'0': 2}]
44122012,T27,[{'0': 2}]
44122012,T28,[{'0': 2}]
44122012,T29,[{'0': 2}]
44122013,T1,[{'0': 1}]
44122013,T2,[{'0': 1}]
44122013,T3,[{'0': 1}]
44122013,T4,[{'0': 1}]
44122013,T5,[{'13': 1}]
44122013,T7,[{'0': 1}]
44122013,T8,[{'0': 1}]
44122013,T9,[{'0': 1}]
44122013,T10,[{'0': 1}]
44122013,T11,[{'0': 1}]
44122013,T13,[{'0': 1}]
44122013,T14,[{'0': 1}]
44122013,T15,[{'3': 1}]
44122013,T16,[{'8': 1}]
44122013,T17,[{'0': 1}]
44122013,T19,[{'0': 1}]
44122013,T20,[{'0': 1}]
44122013,T21,[{'0': 1}]
44122013,T22,[{'0': 1}]
44122013,T23,[{'0': 1}]
44122013,T25,[{'0': 1}]
44122013,T26,[{'0': 1}]
44122013,T27,[{'0': 1}]
44122013,T28,[{'0': 1}]
44122013,T29,[{'0': 1}]
44122015,T1,[{'0': 1}]
44122015,T2,[{'13': 1}]
44122015,T3,[{'1': 1}]
44122015,T4,[{'0': 1}]
44122015,T5,[{'6': 1}]
44122015,T7,[{'0': 1}]
44122015,T8,[{'13': 1}]
44122015,T9,[{'0': 1}]
44122015,T10,[{'0': 1}]
44122015,T11,[{'0': 1}]
44122015,T13,[{'0': 1}]
44122015,T14,[{'0': 1}]
44122015,T15,[{'0': 1}]
44122015,T16,[{'0': 1}]
44122015,T17,[{'0': 1}]
44122015,T19,[{'0': 1}]
44122015,T20,[{'0': 1}]
44122015,T21,[{'0': 1}]
44122015,T22,[{'0': 1}]
44122015,T23,[{'0': 1}]
44122015,T25,[{'0': 1}]
44122015,T26,[{'0': 1}]
44122015,T27,[{'0': 1}]
44122015,T28,[{'0': 1}]
44122015,T29,[{'0': 1}]
44122016,T1,[{'13': 1}]
44122016,T2,[{'0': 1}]
44122016,T3,[{'3': 1}]
44122016,T4,[{'13': 1}]
44122016,T5,[{'0': 1}]
44122016,T7,[{'0': 1}]
44122016,T8,[{'0': 1}]
44122016,T9,[{'0': 1}]
44122016,T10,[{'0': 1}]
44122016,T11,[{'1': 1}]
44122016,T13,[{'0': 1}]
44122016,T14,[{'0': 1}]
44122016,T15,[{'0': 1}]
44122016,T16,[{'0': 1}]
44122016,T17,[{'0': 1}]
44122016,T19,[{'0': 1}]
44122016,T20,[{'0': 1}]
44122016,T21,[{'13': 1}]
44122016,T22,[{'0': 1}]
44122016,T23,[{'0': 1}]
44122016,T25,[{'0': 1}]
44122016,T26,[{'0': 1}]
44122016,T27,[{'0': 1}]
44122016,T28,[{'1': 1}]
44122016,T29,[{'0': 1}]
44122017,T1,[{'0': 1}]
44122017,T2,[{'0': 1}]
44122017,T3,[{'0': 1}]
44122017,T4,[{'0': 1}]
44122017,T5,[{'0': 1}]
44122017,T7,[{'0': 1}]
44122017,T8,[{'0': 1}]
44122017,T9,[{'0': 1}]
44122017,T10,[{'0': 1}]
44122017,T11,[{'0': 1}]
44122017,T13,[{'0': 1}]
44122017,T14,[{'0': 1}]
44122017,T15,[{'0': 1}]
44122017,T16,[{'0': 1}]
44122017,T17,[{'0': 1}]
44122017,T19,[{'0': 1}]
44122017,T20,[{'13': 1}]
44122017,T21,[{'13': 1}]
44122017,T22,[{'0': 1}]
44122017,T23,[{'0': 1}]
44122017,T25,[{'7': 1}]
44122017,T26,[{'0': 1}]
44122017,T27,[{'0': 1}]
44122017,T28,[{'0': 1}]
44122017,T29,[{'0': 1}]
44122018,T1,[{'0': 1}]
44122018,T2,[{'0': 1}]
44122018,T3,[{'0': 1}]
44122018,T4,[{'0': 1}]
44122018,T5,[{'0': 1}]
44122018,T7,[{'0': 1}]
44122018,T8,[{'0': 1}]
44122018,T9,[{'13': 1}]
44122018,T10,[{'3': 1}]
44122018,T11,[{'11': 1}]
44122018,T13,[{'0': 1}]
44122018,T14,[{'0': 1}]
44122018,T15,[{'0': 1}]
44122018,T16,[{'0': 1}]
44122018,T17,[{'0': 1}]
44122018,T19,[{'0': 1}]
44122018,T20,[{'13': 1}]
44122018,T21,[{'0': 1}]
44122018,T22,[{'0': 1}]
44122018,T23,[{'1': 1}]
44122018,T25,[{'0': 1}]
44122018,T26,[{'0': 1}]
44122018,T27,[{'0': 1}]
44122018,T28,[{'14': 1}]
44122018,T29,[{'0': 1}]
44122020,T1,[{'0': 1}]
44122020,T2,[{'0': 1}]
44122020,T3,[{'0': 1}]
44122020,T4,[{'0': 1}]
44122020,T5,[{'0': 1}]
44122020,T7,[{'0': 1}]
44122020,T8,[{'0': 1}]
44122020,T9,[{'13': 1}]
44122020,T10,[{'0': 1}]
44122020,T11,[{'0': 1}]
44122020,T13,[{'0': 1}]
44122020,T14,[{'0': 1}]
44122020,T15,[{'0': 1}]
44122020,T16,[{'0': 1}]
44122020,T17,[{'0': 1}]
44122020,T19,[{'0': 1}]
44122020,T20,[{'0': 1}]
44122020,T21,[{'13': 1}]
44122020,T22,[{'0': 1}]
44122020,T23,[{'0': 1}]
44122020,T25,[{'0': 1}]
44122020,T26,[{'0': 1}]
44122020,T27,[{'0': 1}]
44122020,T28,[{'0': 1}]
44122020,T29,[{'0': 1}]
44122022,T1,[{'0': 1}]
44122022,T2,[{'0': 1}]
44122022,T3,[{'13': 1}]
44122022,T4,[{'0': 1}]
44122022,T5,[{'0': 1}]
44122022,T7,[{'0': 1}]
44122022,T8,[{'0': 1}]
44122022,T9,[{'13': 1}]
44122022,T10,[{'0': 1}]
44122022,T11,[{'0': 1}]
44122022,T13,[{'0': 1}]
44122022,T14,[{'3': 1}]
44122022,T15,[{'18': 1}]
44122022,T16,[{'0': 1}]
44122022,T17,[{'0': 1}]
44122022,T19,[{'0': 1}]
44122022,T20,[{'0': 1}]
44122022,T21,[{'0': 1}]
44122022,T22,[{'13': 1}]
44122022,T23,[{'1': 1}]
44122022,T25,[{'0': 1}]
44122022,T26,[{'0': 1}]
44122022,T27,[{'0': 1}]
44122022,T28,[{'0': 1}]
44122022,T29,[{'0': 1}]
44122024,T1,[{'3': 1}]
44122024,T2,[{'15': 1}]
44122024,T3,[{'13': 1}]
44122024,T4,[{'0': 1}]
44122024,T5,[{'0': 1}]
44122024,T7,[{'0': 1}]
44122024,T8,[{'0': 1}]
44122024,T9,[{'0': 1}]
44122024,T10,[{'1': 1}]
44122024,T11,[{'0': 1}]
44122024,T13,[{'1': 1}]
44122024,T14,[{'0': 1}]
44122024,T15,[{'0': 1}]
44122024,T16,[{'8': 1}]
44122024,T17,[{'0': 1}]
44122024,T19,[{'13': 1}]
44122024,T20,[{'0': 1}]
44122024,T21,[{'0': 1}]
44122024,T22,[{'0': 1}]
44122024,T23,[{'0': 1}]
44122024,T25,[{'0': 1}]
44122024,T26,[{'0': 1}]
44122024,T27,[{'0': 1}]
44122024,T28,[{'0': 1}]
44122024,T29,[{'0': 1}]
44122026,T1,[{'0': 1}]
44122026,T2,[{'0': 1}]
44122026,T3,[{'0': 1}]
44122026,T4,[{'0': 1}]
44122026,T5,[{'13': 1}]
44122026,T7,[{'13': 1}]
44122026,T8,[{'0': 1}]
44122026,T9,[{'12': 1}]
44122026,T10,[{'1': 1}]
44122026,T11,[{'13': 1}]
44122026,T13,[{'13': 1}]
44122026,T14,[{'1': 1}]
44122026,T15,[{'0': 1}]
44122026,T16,[{'0': 1}]
44122026,T17,[{'13': 1}]
44122026,T19,[{'0': 1}]
44122026,T20,[{'13': 1}]
44122026,T21,[{'0': 1}]
44122026,T22,[{'1': 1}]
44122026,T23,[{'0': 1}]
44122026,T25,[{'0': 1}]
44122026,T26,[{'0': 1}]
44122026,T27,[{'0': 1}]
44122026,T28,[{'0': 1}]
44122026,T29,[{'0': 1}]
44122029,T1,[{'11': 1}]
44122029,T2,[{'0': 1}]
44122029,T3,[{'13': 1}]
44122029,T4,[{'0': 1}]
44122029,T5,[{'0': 1}]
44122029,T7,[{'0': 1}]
44122029,T8,[{'0': 1}]
44122029,T9,[{'1': 1}]
44122029,T10,[{'0': 1}]
44122029,T11,[{'0': 1}]
44122029,T13,[{'0': 1}]
44122029,T14,[{'0': 1}]
44122029,T15,[{'0': 1}]
44122029,T16,[{'0': 1}]
44122029,T17,[{'0': 1}]
44122029,T19,[{'0': 1}]
44122029,T20,[{'0': 1}]
44122029,T21,[{'0': 1}]
44122029,T22,[{'0': 1}]
44122029,T23,[{'6': 1}]
44122029,T25,[{'0': 1}]
44122029,T26,[{'0': 1}]
44122029,T27,[{'0': 1}]
44122029,T28,[{'0': 1}]
44122029,T29,[{'0': 1}]
44122030,T1,[{'0': 1}]
44122030,T2,[{'0': 1}]
44122030,T3,[{'0': 1}]
44122030,T4,[{'0': 1}]
44122030,T5,[{'0': 1}]
44122030,T7,[{'13': 1}]
44122030,T8,[{'0': 1}]
44122030,T9,[{'0': 1}]
44122030,T10,[{'0': 1}]
44122030,T11,[{'1': 1}]
44122030,T13,[{'0': 1}]
44122030,T14,[{'13': 1}]
44122030,T15,[{'0': 1}]
44122030,T16,[{'0': 1}]
44122030,T17,[{'0': 1}]
44122030,T19,[{'0': 1}]
44122030,T20,[{'13': 1}]
44122030,T21,[{'13': 1}]
44122030,T22,[{'0': 1}]
44122030,T23,[{'0': 1}]
44122030,T25,[{'0': 1}]
44122030,T26,[{'0': 1}]
44122030,T27,[{'1': 1}]
44122030,T28,[{'0': 1}]
44122030,T29,[{'0': 1}]
44122031,T1,[{'0': 1}]
44122031,T2,[{'0': 1}]
44122031,T3,[{'0': 1}]
44122031,T4,[{'13': 1}]
44122031,T5,[{'0': 1}]
44122031,T7,[{'0': 1}]
44122031,T8,[{'0': 1}]
44122031,T9,[{'13': 1}]
44122031,T10,[{'0': 1}]
44122031,T11,[{'0': 1}]
44122031,T13,[{'13': 1}]
44122031,T14,[{'1': 1}]
44122031,T15,[{'0': 1}]
44122031,T16,[{'0': 1}]
44122031,T17,[{'15': 1}]
44122031,T19,[{'1': 1}]
44122031,T20,[{'13': 1}]
44122031,T21,[{'0': 1}]
44122031,T22,[{'0': 1}]
44122031,T23,[{'0': 1}]
44122031,T25,[{'0': 1}]
44122031,T26,[{'0': 1}]
44122031,T27,[{'0': 1}]
44122031,T28,[{'0': 1}]
44122031,T29,[{'13': 1}]
44122033,T1,[{'13': 1}]
44122033,T2,[{'3': 1}]
44122033,T3,[{'0': 1}]
44122033,T4,[{'0': 1}]
44122033,T5,[{'0': 1}]
44122033,T7,[{'0': 1}]
44122033,T8,[{'13': 1}]
44122033,T9,[{'13': 1}]
44122033,T10,[{'0': 1}]
44122033,T11,[{'0': 1}]
44122033,T13,[{'1': 1}]
44122033,T14,[{'13': 1}]
44122033,T15,[{'1': 1}]
44122033,T16,[{'0': 1}]
44122033,T17,[{'0': 1}]
44122033,T19,[{'0': 1}]
44122033,T20,[{'1': 1}]
44122033,T21,[{'13': 1}]
44122033,T22,[{'0': 1}]
44122033,T23,[{'0': 1}]
44122033,T25,[{'13': 1}]
44122033,T26,[{'3': 1}]
44122033,T27,[{'0': 1}]
44122033,T28,[{'0': 1}]
44122033,T29,[{'1': 1}]
44122034,T1,[{'13': 2}]
44122034,T2,[{'0': 2}]
44122034,T3,[{'0': 2}]
44122034,T4,[{'0': 2}]
44122034,T5,[{'0': 2}]
44122034,T7,[{'1': 2}]
44122034,T8,[{'0': 2}]
44122034,T9,[{'0': 2}]
44122034,T10,[{'3': 2}]
44122034,T11,[{'13': 2}]
44122034,T13,[{'0': 2}]
44122034,T14,[{'0': 2}]
44122034,T15,[{'19': 2}]
44122034,T16,[{'0': 2}]
44122034,T17,[{'0': 2}]
44122034,T19,[{'0': 2}]
44122034,T20,[{'0': 2}]
44122034,T21,[{'0': 2}]
44122034,T22,[{'0': 2}]
44122034,T23,[{'0': 2}]
44122034,T25,[{'13': 2}]
44122034,T26,[{'0': 2}]
44122034,T27,[{'1': 2}]
44122034,T28,[{'0': 2}]
44122034,T29,[{'0': 2}]
44122036,T1,[{'13': 1}]
44122036,T2,[{'0': 1}]
44122036,T3,[{'0': 1}]
44122036,T4,[{'0': 1}]
44122036,T5,[{'0': 1}]
44122036,T7,[{'13': 1}]
44122036,T8,[{'0': 1}]
44122036,T9,[{'0': 1}]
44122036,T10,[{'1': 1}]
44122036,T11,[{'1': 1}]
44122036,T13,[{'1': 1}]
44122036,T14,[{'13': 1}]
44122036,T15,[{'7': 1}]
44122036,T16,[{'3': 1}]
44122036,T17,[{'0': 1}]
44122036,T19,[{'1': 1}]
44122036,T20,[{'0': 1}]
44122036,T21,[{'0': 1}]
