subject_id,task,data.value
44121923,T14,[{'0': 3}]
44121923,T15,[{'0': 3}]
44121923,T16,[{'6': 3}]
44121923,T17,[{'0': 3}]
44121923,T19,[{'0': 3}]
44121923,T20,[{'0': 3}]
44121923,T21,[{'0': 3}]
44121923,T22,[{'0': 3}]
44121923,T23,[{'0': 3}]
44121923,T25,[{'0': 3}]
44121923,T26,[{'0': 3}]
44121923,T27,[{'0': 3}]
44121923,T28,[{'1': 3}]
44121923,T29,[{'1': 3}]
44121925,T1,[{'0': 3}]
44121925,T2,[{'0': 3}]
44121925,T3,[{'0': 3}]
44121925,T4,[{'0': 3}]
44121925,T5,[{'0': 3}]
44121925,T7,[{'0': 3}]
44121925,T8,[{'1': 3}]
44121925,T9,[{'13': 3}]
44121925,T10,[{'0': 3}]
44121925,T11,[{'0': 3}]
44121925,T13,[{'0': 3}]
44121925,T14,[{'0': 3}]
44121925,T15,[{'8': 3}]
44121925,T16,[{'0': 3}]
44121925,T17,[{'0': 3}]
44121925,T19,[{'0': 3}]
44121925,T20,[{'0': 3}]
44121925,T21,[{'0': 3}]
44121925,T22,[{'0': 3}]
44121925,T23,[{'0': 3}]
44121925,T25,[{'18': 3}]
44121925,T26,[{'0': 3}]
44121925,T27,[{'0': 3}]
44121925,T28,[{'0': 3}]
44121925,T29,[{'0': 3}]
44121926,T1,[{'0': 3}]
44121926,T2,[{'0': 3}]
44121926,T3,[{'0': 3}]
44121926,T4,[{'0': 3}]
44121926,T5,[{'0': 3}]
44121926,T7,[{'0': 3}]
44121926,T8,[{'0': 3}]
44121926,T9,[{'0': 3}]
44121926,T10,[{'0': 3}]
44121926,T11,[{'0': 3}]
44121926,T13,[{'0': 3}]
44121926,T14,[{'0': 3}]
44121926,T15,[{'0': 3}]
44121926,T16,[{'0': 3}]
44121926,T17,[{'0': 3}]
44121926,T19,[{'0': 3}]
44121926,T20,[{'13': 3}]
44121926,T21,[{'7': 3}]
44121926,T22,[{'0': 3}]
44121926,T23,[{'0': 3}]
44121926,T25,[{'1': 3}]
44121926,T26,[{'13': 3}]
44121926,T27,[{'0': 3}]
44121926,T28,[{'18': 3}]
44121926,T29,[{'0': 3}]
44121927,T1,[{'0': 3}]
44121927,T2,[{'0': 3}]
44121927,T3,[{'0': 3}]
44121927,T4,[{'15': 3}]
44121927,T5,[{'0': 3}]
44121927,T7,[{'0': 3}]
44121927,T8,[{'0': 3}]
44121927,T9,[{'0': 3}]
44121927,T10,[{'0': 3}]
44121927,T11,[{'0': 3}]
44121927,T13,[{'0': 3}]
44121927,T14,[{'0': 3}]
44121927,T15,[{'0': 3}]
44121927,T16,[{'0': 3}]
44121927,T17,[{'0': 3}]
44121927,T19,[{'0': 3}]
44121927,T20,[{'0': 3}]
44121927,T21,[{'6': 3}]
44121927,T22,[{'0': 3}]
44121927,T23,[{'0': 3}]
44121927,T25,[{'0': 3}]
44121927,T26,[{'8': 3}]
44121927,T27,[{'0': 3}]
44121927,T28,[{'0': 3}]
44121927,T29,[{'0': 3}]
44121928,T1,[{'0': 3}]
44121928,T2,[{'0': 3}]
44121928,T3,[{'0': 3}]
44121928,T4,[{'18': 3}]
44121928,T5,[{'0': 3}]
44121928,T7,[{'13': 3}]
44121928,T8,[{'0': 3}]
44121928,T9,[{'0': 3}]
44121928,T10,[{'0': 3}]
44121928,T11,[{'0': 3}]
44121928,T13,[{'13': 3}]
44121928,T14,[{'1': 3}]
44121928,T15,[{'0': 3}]
44121928,T16,[{'0': 3}]
44121928,T17,[{'0': 3}]
44121928,T19,[{'0': 3}]
44121928,T20,[{'0': 3}]
44121928,T21,[{'6': 3}]
44121928,T22,[{'1': 3}]
44121928,T23,[{'0': 3}]
44121928,T25,[{'0': 3}]
44121928,T26,[{'0': 3}]
44121928,T27,[{'0': 3}]
44121928,T28,[{'1': 3}]
44121928,T29,[{'0': 3}]
44121930,T1,[{'0': 3}]
44121930,T2,[{'0': 3}]
44121930,T3,[{'0': 3}]
44121930,T4,[{'0': 3}]
44121930,T5,[{'13': 3}]
44121930,T7,[{'0': 3}]
44121930,T8,[{'0': 3}]
44121930,T9,[{'0': 3}]
44121930,T10,[{'0': 3}]
44121930,T11,[{'0': 3}]
44121930,T13,[{'0': 3}]
44121930,T14,[{'0': 3}]
44121930,T15,[{'0': 3}]
44121930,T16,[{'0': 3}]
44121930,T17,[{'0': 3}]
44121930,T19,[{'0': 3}]
44121930,T20,[{'0': 3}]
44121930,T21,[{'0': 3}]
44121930,T22,[{'0': 3}]
44121930,T23,[{'0': 3}]
44121930,T25,[{'0': 3}]
44121930,T26,[{'13': 3}]
44121930,T27,[{'0': 3}]
44121930,T28,[{'13': 3}]
44121930,T29,[{'0': 3}]
44121933,T1,[{'0': 3}]
44121933,T2,[{'0': 3}]
44121933,T3,[{'0': 3}]
44121933,T4,[{'0': 3}]
44121933,T5,[{'1': 3}]
44121933,T7,[{'0': 3}]
44121933,T8,[{'0': 3}]
44121933,T9,[{'0': 3}]
44121933,T10,[{'0': 3}]
44121933,T11,[{'0': 3}]
44121933,T13,[{'0': 3}]
44121933,T14,[{'13': 3}]
44121933,T15,[{'0': 3}]
44121933,T16,[{'6': 3}]
44121933,T17,[{'13': 3}]
44121933,T19,[{'0': 3}]
44121933,T20,[{'0': 3}]
44121933,T21,[{'0': 3}]
44121933,T22,[{'13': 3}]
44121933,T23,[{'0': 3}]
44121933,T25,[{'18': 3}]
44121933,T26,[{'0': 3}]
44121933,T27,"[{'0': 2, 'None': 1}]"
44121933,T28,"[{'18': 2, '12': 1}]"
44121933,T29,[{'0': 3}]
44121934,T1,[{'0': 3}]
44121934,T2,[{'13': 3}]
44121934,T3,[{'0': 3}]
44121934,T4,[{'0': 3}]
44121934,T5,[{'1': 3}]
44121934,T7,[{'13': 3}]
44121934,T8,[{'0': 3}]
44121934,T9,[{'0': 3}]
44121934,T10,[{'0': 3}]
44121934,T11,[{'0': 3}]
44121934,T13,[{'0': 3}]
44121934,T14,[{'0': 3}]
44121934,T15,[{'0': 3}]
44121934,T16,[{'7': 3}]
44121934,T17,[{'13': 3}]
44121934,T19,[{'0': 3}]
44121934,T20,[{'0': 3}]
44121934,T21,[{'0': 3}]
44121934,T22,[{'7': 3}]
44121934,T23,[{'0': 3}]
44121934,T25,[{'0': 3}]
44121934,T26,[{'11': 3}]
44121934,T27,[{'0': 3}]
44121934,T28,[{'0': 3}]
44121934,T29,[{'7': 3}]
44121936,T1,[{'0': 3}]
44121936,T2,[{'0': 3}]
44121936,T3,[{'0': 3}]
44121936,T4,[{'0': 3}]
44121936,T5,[{'13': 3}]
44121936,T7,[{'0': 3}]
44121936,T8,[{'0': 3}]
44121936,T9,[{'0': 3}]
44121936,T10,[{'2': 3}]
44121936,T11,[{'0': 3}]
44121936,T13,[{'0': 3}]
44121936,T14,[{'0': 3}]
44121936,T15,[{'0': 3}]
44121936,T16,[{'0': 3}]
44121936,T17,[{'8': 3}]
44121936,T19,[{'13': 3}]
44121936,T20,[{'13': 3}]
44121936,T21,[{'0': 3}]
44121936,T22,[{'0': 3}]
44121936,T23,[{'0': 3}]
44121936,T25,[{'7': 3}]
44121936,T26,[{'0': 3}]
44121936,T27,[{'0': 3}]
44121936,T28,[{'0': 3}]
44121936,T29,"[{'18': 2, '12': 1}]"
44121938,T1,[{'0': 3}]
44121938,T2,[{'1': 3}]
44121938,T3,[{'18': 3}]
44121938,T4,[{'0': 3}]
44121938,T5,[{'0': 3}]
44121938,T7,[{'0': 3}]
44121938,T8,[{'0': 3}]
44121938,T9,[{'0': 3}]
44121938,T10,[{'0': 3}]
44121938,T11,[{'6': 3}]
44121938,T13,[{'13': 3}]
44121938,T14,[{'13': 3}]
44121938,T15,[{'13': 3}]
44121938,T16,"[{'19': 2, '12': 1}]"
44121938,T17,[{'0': 3}]
44121938,T19,[{'13': 3}]
44121938,T20,"[{'0': 2, '13': 1}]"
44121938,T21,[{'13': 3}]
44121938,T22,[{'0': 3}]
44121938,T23,[{'7': 3}]
44121938,T25,[{'0': 3}]
44121938,T26,[{'0': 3}]
44121938,T27,[{'13': 3}]
44121938,T28,[{'15': 3}]
44121938,T29,"[{'18': 2, '12': 1}]"
44121941,T1,[{'0': 3}]
44121941,T2,[{'0': 3}]
44121941,T3,[{'0': 3}]
44121941,T4,[{'1': 3}]
44121941,T5,[{'13': 3}]
44121941,T7,"[{'8': 2, '18': 1}]"
44121941,T8,[{'18': 3}]
44121941,T9,[{'13': 3}]
44121941,T10,[{'0': 3}]
44121941,T11,[{'6': 3}]
44121941,T13,[{'6': 3}]
44121941,T14,[{'0': 3}]
44121941,T15,[{'13': 3}]
44121941,T16,[{'0': 3}]
44121941,T17,[{'0': 3}]
44121941,T19,[{'0': 3}]
44121941,T20,[{'0': 3}]
44121941,T21,[{'6': 3}]
44121941,T22,[{'0': 3}]
44121941,T23,[{'0': 3}]
44121941,T25,[{'0': 3}]
44121941,T26,[{'0': 3}]
44121941,T27,[{'0': 3}]
44121941,T28,"[{'19': 2, '13': 1}]"
44121941,T29,[{'0': 3}]
44121942,T1,[{'13': 3}]
44121942,T2,[{'0': 3}]
44121942,T3,[{'0': 3}]
44121942,T4,[{'1': 3}]
44121942,T5,[{'13': 3}]
44121942,T7,[{'0': 3}]
44121942,T8,[{'0': 3}]
44121942,T9,[{'13': 3}]
44121942,T10,[{'0': 3}]
44121942,T11,[{'0': 3}]
44121942,T13,[{'0': 3}]
44121942,T14,[{'0': 3}]
44121942,T15,[{'0': 3}]
44121942,T16,[{'0': 3}]
44121942,T17,[{'0': 3}]
44121942,T19,"[{'1': 2, '0': 1}]"
44121942,T20,[{'13': 3}]
44121942,T21,[{'0': 3}]
44121942,T22,[{'0': 3}]
44121942,T23,[{'0': 3}]
44121942,T25,[{'0': 3}]
44121942,T26,[{'0': 3}]
44121942,T27,[{'0': 3}]
44121942,T28,[{'0': 3}]
44121942,T29,[{'13': 3}]
44121943,T1,[{'13': 3}]
44121943,T2,[{'0': 3}]
44121943,T3,[{'6': 3}]
44121943,T4,[{'0': 3}]
44121943,T5,[{'0': 3}]
44121943,T7,[{'0': 3}]
44121943,T8,[{'0': 3}]
44121943,T9,[{'0': 3}]
44121943,T10,[{'0': 3}]
44121943,T11,[{'0': 3}]
44121943,T13,[{'0': 3}]
44121943,T14,[{'0': 3}]
44121943,T15,"[{'1': 2, '0': 1}]"
44121943,T16,[{'0': 3}]
44121943,T17,[{'0': 3}]
44121943,T19,[{'0': 3}]
44121943,T20,[{'1': 3}]
44121943,T21,[{'0': 3}]
44121943,T22,[{'0': 3}]
44121943,T23,[{'0': 3}]
44121943,T25,[{'0': 3}]
44121943,T26,[{'0': 3}]
44121943,T27,[{'18': 3}]
44121943,T28,[{'0': 3}]
44121943,T29,[{'0': 3}]
44121945,T1,[{'0': 3}]
44121945,T2,[{'1': 3}]
44121945,T3,[{'0': 3}]
44121945,T4,[{'0': 3}]
44121945,T5,[{'0': 3}]
44121945,T7,[{'13': 3}]
44121945,T8,[{'1': 3}]
44121945,T9,[{'0': 3}]
44121945,T10,[{'0': 3}]
44121945,T11,[{'0': 3}]
44121945,T13,[{'0': 3}]
44121945,T14,[{'0': 3}]
44121945,T15,[{'0': 3}]
44121945,T16,"[{'13': 1, '14': 2}]"
44121945,T17,[{'0': 3}]
44121945,T19,[{'0': 3}]
44121945,T20,[{'0': 3}]
44121945,T21,[{'0': 3}]
44121945,T22,[{'0': 3}]
44121945,T23,[{'1': 3}]
44121945,T25,[{'0': 3}]
44121945,T26,[{'0': 3}]
44121945,T27,[{'0': 3}]
44121945,T28,[{'18': 3}]
44121945,T29,[{'13': 3}]
44121946,T1,[{'0': 3}]
44121946,T2,[{'0': 3}]
44121946,T3,[{'13': 3}]
44121946,T4,[{'0': 3}]
44121946,T5,[{'0': 3}]
44121946,T7,[{'0': 3}]
44121946,T8,[{'0': 3}]
44121946,T9,[{'0': 3}]
44121946,T10,[{'13': 3}]
44121946,T11,[{'0': 3}]
44121946,T13,[{'0': 3}]
44121946,T14,[{'0': 3}]
44121946,T15,[{'0': 3}]
44121946,T16,[{'0': 3}]
44121946,T17,[{'0': 3}]
44121946,T19,[{'0': 3}]
44121946,T20,[{'1': 3}]
44121946,T21,[{'13': 3}]
44121946,T22,[{'13': 3}]
44121946,T23,[{'0': 3}]
44121946,T25,[{'0': 3}]
44121946,T26,[{'0': 3}]
44121946,T27,[{'6': 3}]
44121946,T28,[{'0': 3}]
44121946,T29,[{'0': 3}]
44121947,T1,"[{'17': 2, '1': 1}]"
44121947,T2,[{'0': 3}]
44121947,T3,[{'0': 3}]
44121947,T4,[{'0': 3}]
44121947,T5,[{'8': 3}]
44121947,T7,[{'0': 3}]
44121947,T8,[{'0': 3}]
44121947,T9,[{'0': 3}]
44121947,T10,[{'0': 3}]
44121947,T11,[{'0': 3}]
44121947,T13,[{'0': 3}]
44121947,T14,[{'0': 3}]
44121947,T15,[{'0': 3}]
44121947,T16,"[{'13': 2, '14': 1}]"
44121947,T17,[{'13': 3}]
44121947,T19,[{'0': 3}]
44121947,T20,[{'13': 3}]
44121947,T21,[{'13': 3}]
44121947,T22,[{'0': 3}]
44121947,T23,[{'1': 3}]
44121947,T25,[{'0': 3}]
44121947,T26,[{'0': 3}]
44121947,T27,[{'13': 3}]
44121947,T28,[{'0': 3}]
44121947,T29,[{'0': 3}]
44121950,T1,[{'0': 3}]
44121950,T2,[{'0': 3}]
44121950,T3,[{'0': 3}]
44121950,T4,[{'13': 3}]
44121950,T5,[{'0': 3}]
44121950,T7,[{'0': 3}]
44121950,T8,[{'0': 3}]
44121950,T9,"[{'6': 2, '13': 1}]"
44121950,T10,[{'0': 3}]
44121950,T11,[{'0': 3}]
44121950,T13,[{'13': 3}]
44121950,T14,[{'0': 3}]
44121950,T15,[{'0': 3}]
44121950,T16,[{'0': 3}]
44121950,T17,[{'0': 3}]
44121950,T19,[{'0': 3}]
44121950,T20,[{'0': 3}]
44121950,T21,[{'13': 3}]
44121950,T22,[{'0': 3}]
44121950,T23,[{'0': 3}]
44121950,T25,[{'0': 3}]
44121950,T26,[{'0': 3}]
44121950,T27,[{'0': 3}]
44121950,T28,[{'0': 3}]
44121950,T29,[{'0': 3}]
44121952,T1,[{'0': 3}]
44121952,T2,"[{'1': 2, '0': 1}]"
44121952,T3,[{'13': 3}]
44121952,T4,[{'0': 3}]
44121952,T5,[{'0': 3}]
44121952,T7,[{'18': 3}]
44121952,T8,[{'0': 3}]
44121952,T9,[{'0': 3}]
44121952,T10,[{'0': 3}]
44121952,T11,[{'0': 3}]
44121952,T13,[{'0': 3}]
44121952,T14,[{'0': 3}]
44121952,T15,[{'13': 3}]
44121952,T16,[{'0': 3}]
44121952,T17,[{'8': 3}]
44121952,T19,[{'0': 3}]
44121952,T20,[{'0': 3}]
44121952,T21,[{'0': 3}]
44121952,T22,[{'0': 3}]
44121952,T23,[{'1': 3}]
44121952,T25,[{'0': 3}]
44121952,T26,[{'0': 3}]
44121952,T27,[{'1': 3}]
44121952,T28,[{'1': 3}]
44121952,T29,[{'13': 3}]
44121955,T1,[{'0': 3}]
44121955,T2,[{'0': 3}]
44121955,T3,[{'0': 3}]
44121955,T4,[{'13': 3}]
44121955,T5,[{'0': 3}]
44121955,T7,[{'0': 3}]
44121955,T8,[{'0': 3}]
44121955,T9,[{'0': 3}]
44121955,T10,[{'0': 3}]
44121955,T11,[{'0': 3}]
44121955,T13,[{'13': 3}]
44121955,T14,[{'0': 3}]
44121955,T15,[{'1': 3}]
44121955,T16,"[{'7': 2, '19': 1}]"
44121955,T17,[{'0': 3}]
44121955,T19,[{'18': 3}]
44121955,T20,[{'0': 3}]
44121955,T21,[{'1': 3}]
44121955,T22,[{'1': 3}]
44121955,T23,[{'0': 3}]
44121955,T25,[{'1': 3}]
44121955,T26,[{'0': 3}]
44121955,T27,[{'0': 3}]
44121955,T28,[{'0': 3}]
44121955,T29,[{'0': 3}]
44121958,T1,[{'0': 3}]
44121958,T2,[{'0': 3}]
44121958,T3,[{'0': 3}]
44121958,T4,[{'13': 3}]
44121958,T5,[{'0': 3}]
44121958,T7,[{'0': 3}]
44121958,T8,[{'0': 3}]
44121958,T9,[{'1': 3}]
44121958,T10,[{'0': 3}]
44121958,T11,[{'0': 3}]
44121958,T13,[{'0': 3}]
44121958,T14,[{'13': 3}]
44121958,T15,[{'13': 3}]
44121958,T16,"[{'13': 2, '15': 1}]"
44121958,T17,"[{'14': 2, '0': 1}]"
44121958,T19,[{'0': 3}]
44121958,T20,[{'0': 3}]
44121958,T21,[{'0': 3}]
44121958,T22,[{'0': 3}]
44121958,T23,[{'0': 3}]
44121958,T25,[{'0': 3}]
44121958,T26,[{'0': 3}]
44121958,T27,[{'0': 3}]
44121958,T28,[{'0': 3}]
44121958,T29,[{'6': 3}]
44121959,T1,[{'0': 3}]
44121959,T2,[{'0': 3}]
44121959,T3,[{'0': 3}]
44121959,T4,[{'13': 3}]
44121959,T5,[{'0': 3}]
44121959,T7,[{'0': 3}]
44121959,T8,[{'15': 3}]
44121959,T9,[{'13': 3}]
44121959,T10,[{'0': 3}]
44121959,T11,[{'13': 3}]
44121959,T13,[{'0': 3}]
44121959,T14,[{'0': 3}]
44121959,T15,[{'0': 3}]
44121959,T16,[{'1': 3}]
44121959,T17,"[{'13': 2, '0': 1}]"
44121959,T19,[{'0': 3}]
44121959,T20,[{'0': 3}]
44121959,T21,[{'0': 3}]
44121959,T22,[{'0': 3}]
44121959,T23,[{'0': 3}]
44121959,T25,[{'0': 3}]
44121959,T26,[{'7': 3}]
44121959,T27,[{'0': 3}]
44121959,T28,[{'0': 3}]
44121959,T29,"[{'13': 2, '0': 1}]"
44121960,T1,[{'0': 3}]
44121960,T2,[{'0': 3}]
44121960,T3,[{'0': 3}]
44121960,T4,[{'8': 3}]
44121960,T5,[{'15': 3}]
44121960,T7,[{'1': 3}]
44121960,T8,[{'0': 3}]
44121960,T9,[{'0': 3}]
44121960,T10,[{'0': 3}]
44121960,T11,[{'0': 3}]
44121960,T13,[{'0': 3}]
44121960,T14,[{'0': 3}]
44121960,T15,[{'0': 3}]
44121960,T16,[{'0': 3}]
44121960,T17,[{'0': 3}]
44121960,T19,[{'0': 3}]
44121960,T20,[{'1': 3}]
44121960,T21,[{'0': 3}]
44121960,T22,[{'0': 3}]
44121960,T23,[{'0': 3}]
44121960,T25,[{'0': 3}]
44121960,T26,[{'0': 3}]
44121960,T27,[{'0': 3}]
44121960,T28,[{'0': 3}]
44121960,T29,[{'0': 3}]
44121962,T1,[{'1': 3}]
44121962,T2,[{'0': 3}]
44121962,T3,[{'8': 3}]
44121962,T4,[{'8': 3}]
44121962,T5,[{'0': 3}]
44121962,T7,[{'0': 3}]
44121962,T8,[{'0': 3}]
44121962,T9,[{'7': 3}]
44121962,T10,[{'0': 3}]
44121962,T11,[{'1': 3}]
44121962,T13,[{'0': 3}]
44121962,T14,[{'0': 3}]
44121962,T15,[{'13': 3}]
44121962,T16,[{'0': 3}]
44121962,T17,[{'0': 3}]
44121962,T19,[{'0': 3}]
44121962,T20,[{'0': 3}]
44121962,T21,[{'13': 3}]
44121962,T22,[{'0': 3}]
44121962,T23,[{'0': 3}]
44121962,T25,[{'0': 3}]
44121962,T26,[{'13': 3}]
44121962,T27,[{'13': 3}]
44121962,T28,[{'0': 3}]
44121962,T29,[{'1': 3}]
44121963,T1,[{'0': 3}]
44121963,T2,[{'1': 3}]
44121963,T3,[{'0': 3}]
44121963,T4,[{'0': 3}]
44121963,T5,[{'0': 3}]
44121963,T7,[{'0': 3}]
44121963,T8,[{'1': 3}]
44121963,T9,[{'13': 3}]
44121963,T10,[{'13': 3}]
44121963,T11,[{'0': 3}]
44121963,T13,[{'7': 3}]
44121963,T14,[{'0': 3}]
44121963,T15,[{'0': 3}]
44121963,T16,[{'0': 3}]
44121963,T17,[{'0': 3}]
44121963,T19,[{'8': 3}]
44121963,T20,[{'0': 3}]
44121963,T21,[{'0': 3}]
44121963,T22,[{'0': 3}]
44121963,T23,[{'3': 3}]
44121963,T25,[{'0': 3}]
44121963,T26,[{'0': 3}]
44121963,T27,[{'1': 3}]
44121963,T28,[{'0': 3}]
44121963,T29,[{'0': 3}]
44121964,T1,[{'0': 3}]
44121964,T2,[{'0': 3}]
44121964,T3,[{'0': 3}]
44121964,T4,[{'0': 3}]
44121964,T5,[{'6': 3}]
44121964,T7,[{'1': 3}]
44121964,T8,[{'0': 3}]
44121964,T9,[{'13': 3}]
44121964,T10,[{'0': 3}]
44121964,T11,[{'0': 3}]
44121964,T13,[{'7': 3}]
44121964,T14,[{'0': 3}]
44121964,T15,[{'0': 3}]
44121964,T16,[{'0': 3}]
44121964,T17,[{'0': 3}]
44121964,T19,[{'0': 3}]
44121964,T20,[{'0': 3}]
44121964,T21,[{'13': 3}]
44121964,T22,[{'8': 3}]
44121964,T23,[{'0': 3}]
44121964,T25,[{'0': 3}]
44121964,T26,[{'1': 3}]
44121964,T27,[{'0': 3}]
44121964,T28,[{'0': 3}]
44121964,T29,[{'1': 3}]
44121967,T1,[{'0': 3}]
44121967,T2,[{'0': 3}]
44121967,T3,[{'6': 3}]
44121967,T4,[{'0': 3}]
44121967,T5,[{'0': 3}]
44121967,T7,[{'15': 3}]
44121967,T8,[{'0': 3}]
44121967,T9,[{'1': 3}]
44121967,T10,[{'0': 3}]
44121967,T11,[{'13': 3}]
44121967,T13,[{'0': 3}]
44121967,T14,[{'0': 3}]
44121967,T15,[{'0': 3}]
44121967,T16,[{'0': 3}]
44121967,T17,[{'13': 3}]
44121967,T19,[{'0': 3}]
44121967,T20,[{'13': 3}]
44121967,T21,[{'6': 3}]
44121967,T22,[{'0': 3}]
44121967,T23,[{'0': 3}]
44121967,T25,[{'18': 3}]
44121967,T26,[{'0': 3}]
44121967,T27,[{'0': 3}]
44121967,T28,[{'13': 3}]
44121967,T29,[{'0': 3}]
44121969,T1,[{'0': 3}]
44121969,T2,[{'11': 3}]
44121969,T3,[{'15': 3}]
44121969,T4,[{'0': 3}]
44121969,T5,[{'0': 3}]
44121969,T7,[{'0': 3}]
44121969,T8,[{'0': 3}]
44121969,T9,[{'0': 3}]
44121969,T10,[{'0': 3}]
44121969,T11,[{'13': 3}]
44121969,T13,[{'0': 3}]
44121969,T14,[{'0': 3}]
44121969,T15,[{'0': 3}]
44121969,T16,[{'0': 3}]
44121969,T17,[{'0': 3}]
44121969,T19,[{'14': 3}]
44121969,T20,[{'0': 3}]
44121969,T21,[{'1': 3}]
44121969,T22,[{'0': 3}]
44121969,T23,[{'0': 3}]
44121969,T25,[{'1': 3}]
44121969,T26,[{'0': 3}]
44121969,T27,[{'0': 3}]
44121969,T28,[{'0': 3}]
44121969,T29,[{'0': 3}]
44121971,T1,[{'13': 3}]
44121971,T2,[{'1': 3}]
44121971,T3,[{'1': 3}]
44121971,T4,[{'13': 3}]
44121971,T5,[{'0': 3}]
44121971,T7,[{'0': 3}]
44121971,T8,[{'13': 3}]
44121971,T9,[{'0': 3}]
44121971,T10,[{'0': 3}]
44121971,T11,[{'1': 3}]
44121971,T13,[{'0': 3}]
44121971,T14,[{'0': 3}]
44121971,T15,[{'13': 3}]
44121971,T16,[{'0': 3}]
44121971,T17,[{'0': 3}]
44121971,T19,[{'0': 3}]
44121971,T20,[{'0': 3}]
44121971,T21,[{'13': 3}]
44121971,T22,[{'0': 3}]
44121971,T23,[{'0': 3}]
44121971,T25,[{'12': 3}]
44121971,T26,[{'0': 3}]
44121971,T27,[{'0': 3}]
44121971,T28,[{'0': 3}]
44121971,T29,[{'1': 3}]
44121973,T1,[{'0': 3}]
44121973,T2,[{'0': 3}]
44121973,T3,[{'13': 3}]
44121973,T4,[{'1': 3}]
44121973,T5,[{'1': 3}]
44121973,T7,[{'0': 3}]
44121973,T8,[{'0': 3}]
44121973,T9,[{'0': 3}]
44121973,T10,[{'0': 3}]
44121973,T11,[{'18': 3}]
44121973,T13,[{'7': 3}]
44121973,T14,[{'0': 3}]
44121973,T15,[{'13': 3}]
44121973,T16,[{'8': 3}]
44121973,T17,[{'13': 3}]
44121973,T19,[{'0': 3}]
44121973,T20,[{'0': 3}]
44121973,T21,[{'0': 3}]
44121973,T22,[{'0': 3}]
44121973,T23,[{'0': 3}]
44121973,T25,[{'15': 3}]
44121973,T26,[{'0': 3}]
44121973,T27,[{'0': 3}]
44121973,T28,[{'0': 3}]
44121973,T29,[{'0': 3}]
44121975,T1,[{'0': 3}]
44121975,T2,[{'0': 3}]
44121975,T3,[{'0': 3}]
44121975,T4,[{'1': 3}]
44121975,T5,[{'0': 3}]
44121975,T7,[{'0': 3}]
44121975,T8,[{'0': 3}]
44121975,T9,[{'0': 3}]
44121975,T10,[{'0': 3}]
44121975,T11,[{'0': 3}]
44121975,T13,[{'0': 3}]
44121975,T14,[{'0': 3}]
44121975,T15,[{'7': 3}]
44121975,T16,[{'0': 3}]
44121975,T17,[{'0': 3}]
44121975,T19,[{'0': 3}]
44121975,T20,[{'0': 3}]
44121975,T21,[{'0': 3}]
44121975,T22,[{'0': 3}]
44121975,T23,[{'0': 3}]
44121975,T25,[{'0': 3}]
44121975,T26,[{'0': 3}]
44121975,T27,[{'0': 3}]
44121975,T28,[{'0': 3}]
44121975,T29,[{'0': 3}]
44121977,T1,[{'1': 3}]
44121977,T2,[{'7': 3}]
44121977,T3,[{'0': 3}]
44121977,T4,[{'0': 3}]
44121977,T5,[{'0': 3}]
44121977,T7,[{'0': 3}]
44121977,T8,[{'0': 3}]
44121977,T9,[{'0': 3}]
44121977,T10,[{'0': 3}]
44121977,T11,[{'0': 3}]
44121977,T13,[{'0': 3}]
44121977,T14,[{'1': 3}]
44121977,T15,[{'7': 3}]
44121977,T16,[{'1': 3}]
44121977,T17,[{'0': 3}]
44121977,T19,[{'0': 3}]
44121977,T20,[{'15': 3}]
44121977,T21,[{'0': 3}]
44121977,T22,[{'0': 3}]
44121977,T23,[{'0': 3}]
44121977,T25,[{'0': 3}]
44121977,T26,[{'0': 3}]
44121977,T27,[{'0': 3}]
44121977,T28,[{'0': 3}]
44121977,T29,[{'0': 3}]
44121978,T1,[{'0': 3}]
44121978,T2,[{'0': 3}]
44121978,T3,[{'0': 3}]
44121978,T4,[{'1': 3}]
44121978,T5,[{'0': 3}]
44121978,T7,[{'0': 3}]
44121978,T8,[{'0': 3}]
44121978,T9,[{'1': 3}]
44121978,T10,[{'0': 3}]
44121978,T11,[{'0': 3}]
44121978,T13,[{'0': 3}]
44121978,T14,[{'0': 3}]
44121978,T15,[{'0': 3}]
44121978,T16,[{'0': 3}]
44121978,T17,[{'13': 3}]
44121978,T19,[{'0': 3}]
44121978,T20,[{'0': 3}]
44121978,T21,[{'0': 3}]
44121978,T22,[{'0': 3}]
44121978,T23,[{'1': 3}]
44121978,T25,[{'0': 3}]
44121978,T26,[{'13': 3}]
44121978,T27,[{'0': 3}]
44121978,T28,[{'11': 3}]
44121978,T29,[{'8': 3}]
44121979,T1,[{'1': 3}]
44121979,T2,[{'0': 3}]
44121979,T3,[{'0': 3}]
44121979,T4,[{'11': 3}]
44121979,T5,[{'0': 3}]
44121979,T7,[{'0': 3}]
44121979,T8,[{'1': 3}]
44121979,T9,[{'0': 3}]
44121979,T10,[{'0': 3}]
44121979,T11,[{'6': 3}]
44121979,T13,[{'1': 3}]
44121979,T14,[{'0': 3}]
44121979,T15,[{'0': 3}]
44121979,T16,[{'0': 3}]
44121979,T17,[{'7': 3}]
44121979,T19,[{'13': 3}]
44121979,T20,[{'13': 3}]
44121979,T21,[{'0': 3}]
44121979,T22,[{'7': 3}]
44121979,T23,[{'0': 3}]
44121979,T25,[{'0': 3}]
44121979,T26,[{'0': 3}]
44121979,T27,[{'0': 3}]
44121979,T28,[{'13': 3}]
